step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
48432,1.74355200000000000e+08,-1.97268632471286328e+35,8.96394355631577752e-13,-1.53790890400284672e+17,3.18360656733696286e+31,0.00000000000000000e+00,4.00038198357439616e+17,1.50861297265460896e+09,2.78774498752241516e+09,0.00000000000000000e+00,2.78774498752241516e+09
48456,1.74441600000000000e+08,-1.97268632471279170e+35,9.32676539022465742e-13,-1.57027852632457216e+17,3.18360656733696331e+31,0.00000000000000000e+00,3.97153164298006464e+17,1.50861297265460873e+09,2.78912642706033373e+09,0.00000000000000000e+00,2.78912642706033373e+09
48480,1.74528000000000000e+08,-1.97268632471273304e+35,9.62412967677884294e-13,-1.56341757376724992e+17,3.18360656733696421e+31,0.00000000000000000e+00,3.88619689974701120e+17,1.50861297265460896e+09,2.79050786659825563e+09,0.00000000000000000e+00,2.79050786659825563e+09
48504,1.74614400000000000e+08,-1.97268632471268619e+35,9.86164706289444965e-13,-1.58118568167211008e+17,3.18360656733696421e+31,0.00000000000000000e+00,3.89337899433948032e+17,1.50861297265460944e+09,2.79188930613617373e+09,0.00000000000000000e+00,2.79188930613617373e+09
48528,1.74700800000000000e+08,-1.97268632471264302e+35,1.00804622926230011e-12,-1.64170280166490112e+17,3.18360656733696376e+31,0.00000000000000000e+00,3.95928405590347264e+17,1.50861297265460944e+09,2.79327074567409325e+09,0.00000000000000000e+00,2.79327074567409325e+09
48552,1.74787200000000000e+08,-1.97268632471260761e+35,1.02600029939387355e-12,-1.61109239794761728e+17,3.18360656733696646e+31,0.00000000000000000e+00,3.70165722530926144e+17,1.50861297265460873e+09,2.79465218521201420e+09,0.00000000000000000e+00,2.79465218521201420e+09
48576,1.74873600000000000e+08,-1.97268632471258842e+35,1.03572542071514248e-12,-1.62569391236448256e+17,3.18360656733696466e+31,0.00000000000000000e+00,3.87074911348702784e+17,1.50861297265460825e+09,2.79603362474993420e+09,0.00000000000000000e+00,2.79603362474993420e+09
48600,1.74960000000000000e+08,-1.97268632471257772e+35,1.04114904606738861e-12,-1.65718392538398720e+17,3.18360656733696691e+31,0.00000000000000000e+00,3.68167823693720640e+17,1.50861297265460944e+09,2.79741506428785563e+09,0.00000000000000000e+00,2.79741506428785563e+09
48624,1.75046400000000000e+08,-1.97268632471257145e+35,1.04432841265318810e-12,-1.65137850398932992e+17,3.18360656733696556e+31,0.00000000000000000e+00,3.80028561433311744e+17,1.50861297265460944e+09,2.79879650382577467e+09,0.00000000000000000e+00,2.79879650382577467e+09
48648,1.75132800000000000e+08,-1.97268632471258104e+35,1.03946585199255353e-12,-1.61988849096982528e+17,3.18360656733696736e+31,0.00000000000000000e+00,3.62469858908427328e+17,1.50861297265460944e+09,2.80017794336369514e+09,0.00000000000000000e+00,2.80017794336369514e+09
48672,1.75219200000000000e+08,-1.97268632471259875e+35,1.03048881692676681e-12,-1.55743623051214848e+17,3.18360656733696736e+31,0.00000000000000000e+00,3.59722236602700416e+17,1.50861297265460968e+09,2.80155938290161657e+09,0.00000000000000000e+00,2.80155938290161657e+09
48696,1.75305600000000000e+08,-1.97268632471262126e+35,1.01908050153066301e-12,-1.55655662120992768e+17,3.18360656733696826e+31,0.00000000000000000e+00,3.51585682598449728e+17,1.50861297265461040e+09,2.80294082243953419e+09,0.00000000000000000e+00,2.80294082243953419e+09
48720,1.75392000000000000e+08,-1.97268632471265741e+35,1.00075238827134846e-12,-1.58400043143921664e+17,3.18360656733696646e+31,0.00000000000000000e+00,3.68994645838652800e+17,1.50861297265461087e+09,2.80432226197745466e+09,0.00000000000000000e+00,2.80432226197745466e+09
48744,1.75478400000000000e+08,-1.97268632471270279e+35,9.77748735915270002e-13,-1.57731540074233856e+17,3.18360656733696826e+31,0.00000000000000000e+00,3.52509639289598464e+17,1.50861297265461040e+09,2.80570370151537514e+09,0.00000000000000000e+00,2.80570370151537514e+09
48768,1.75564800000000000e+08,-1.97268632471275850e+35,9.49508479770815870e-13,-1.58646333748543488e+17,3.18360656733696691e+31,0.00000000000000000e+00,3.65039203360014464e+17,1.50861297265461063e+09,2.80708514105329561e+09,0.00000000000000000e+00,2.80708514105329561e+09
48792,1.75651200000000000e+08,-1.97268632471282085e+35,9.17901835476691793e-13,-1.60528697655296000e+17,3.18360656733696646e+31,0.00000000000000000e+00,3.69913419276054336e+17,1.50861297265461111e+09,2.80846658059121609e+09,0.00000000000000000e+00,2.80846658059121609e+09
48816,1.75737600000000000e+08,-1.97268632471288910e+35,8.83302846160638876e-13,-1.57749132260278272e+17,3.18360656733696466e+31,0.00000000000000000e+00,3.85075276741428224e+17,1.50861297265461159e+09,2.80984802012913609e+09,0.00000000000000000e+00,2.80984802012913609e+09
48840,1.75824000000000000e+08,-1.97268632471297359e+35,8.40474908034281348e-13,-1.54230695051395072e+17,3.18360656733696601e+31,0.00000000000000000e+00,3.71316120464190272e+17,1.50861297265461206e+09,2.81122945966705799e+09,0.00000000000000000e+00,2.81122945966705799e+09
48864,1.75910400000000000e+08,-1.97268632471305992e+35,7.96711862088571157e-13,-1.58575965004365824e+17,3.18360656733696556e+31,0.00000000000000000e+00,3.77223454397732160e+17,1.50861297265461159e+09,2.81261089920497799e+09,0.00000000000000000e+00,2.81261089920497799e+09
48888,1.75996800000000000e+08,-1.97268632471315511e+35,7.48460298609967505e-13,-1.64610084817600512e+17,3.18360656733696601e+31,0.00000000000000000e+00,3.75745970097083392e+17,1.50861297265461111e+09,2.81399233874289608e+09,0.00000000000000000e+00,2.81399233874289608e+09
48912,1.76083200000000000e+08,-1.97268632471325915e+35,6.95720217598470594e-13,-1.60370367980896256e+17,3.18360656733696916e+31,0.00000000000000000e+00,3.45694253544390592e+17,1.50861297265461111e+09,2.81537377828081799e+09,0.00000000000000000e+00,2.81537377828081799e+09
48936,1.76169600000000000e+08,-1.97268632471336983e+35,6.39613748437303535e-13,-1.60335183608807424e+17,3.18360656733696916e+31,0.00000000000000000e+00,3.45677932634056512e+17,1.50861297265461087e+09,2.81675521781873798e+09,0.00000000000000000e+00,2.81675521781873798e+09
48960,1.76256000000000000e+08,-1.97268632471348161e+35,5.82946214584524921e-13,-1.67547979887017984e+17,3.18360656733696961e+31,0.00000000000000000e+00,3.45137743915401024e+17,1.50861297265461111e+09,2.81813665735665846e+09,0.00000000000000000e+00,2.81813665735665846e+09
48984,1.76342400000000000e+08,-1.97268632471359820e+35,5.23847400401429023e-13,-1.70556243700613120e+17,3.18360656733696961e+31,0.00000000000000000e+00,3.46608091330908288e+17,1.50861297265461206e+09,2.81951809689457893e+09,0.00000000000000000e+00,2.81951809689457893e+09
49008,1.76428800000000000e+08,-1.97268632471372290e+35,4.60634111813180869e-13,-1.75904268258115584e+17,3.18360656733697142e+31,0.00000000000000000e+00,3.33831087989594752e+17,1.50861297265461183e+09,2.82089953643249750e+09,0.00000000000000000e+00,2.82089953643249750e+09
49032,1.76515200000000000e+08,-1.97268632471384612e+35,3.98168909480415026e-13,-1.78859755513577472e+17,3.18360656733696961e+31,0.00000000000000000e+00,3.50768511775457216e+17,1.50861297265461183e+09,2.82228097597041750e+09,0.00000000000000000e+00,2.82228097597041750e+09
49056,1.76601600000000000e+08,-1.97268632471397783e+35,3.31402211178626325e-13,-1.82466153652682752e+17,3.18360656733697006e+31,0.00000000000000000e+00,3.48775104418751616e+17,1.50861297265461183e+09,2.82366241550833511e+09,0.00000000000000000e+00,2.82366241550833511e+09
49080,1.76688000000000000e+08,-1.97268632471411065e+35,2.64074448185225915e-13,-1.84841098768678912e+17,3.18360656733696736e+31,0.00000000000000000e+00,3.73242874251261184e+17,1.50861297265461230e+09,2.82504385504625559e+09,0.00000000000000000e+00,2.82504385504625559e+09
49104,1.76774400000000000e+08,-1.97268632471424826e+35,1.94315404861508298e-13,-1.77716263420690432e+17,3.18360656733697142e+31,0.00000000000000000e+00,3.34789417397123968e+17,1.50861297265461206e+09,2.82642529458417463e+09,0.00000000000000000e+00,2.82642529458417463e+09
49128,1.76860800000000000e+08,-1.97268632471438218e+35,1.26426577176496257e-13,-1.83187433280503808e+17,3.18360656733697097e+31,0.00000000000000000e+00,3.41517767397914880e+17,1.50861297265461230e+09,2.82780673412209368e+09,0.00000000000000000e+00,2.82780673412209368e+09
49152,1.76947200000000000e+08,-1.97268632471451906e+35,5.70415769805197576e-14,-1.79774549187887104e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.17094488193018368e+17,1.50861297265461278e+09,2.82918817366001272e+09,0.00000000000000000e+00,2.82918817366001272e+09
49176,1.77033600000000000e+08,-1.97268632471465556e+35,1.21564016515861798e-14,-1.77434788443979776e+17,3.18360656733697277e+31,0.00000000000000000e+00,3.23264255251498368e+17,1.50861297265461230e+09,2.83056961319793224e+09,0.00000000000000000e+00,2.83056961319793224e+09
49200,1.77120000000000000e+08,-1.97268632471478654e+35,7.85490568256337730e-14,-1.78015330583445504e+17,3.18360656733697187e+31,0.00000000000000000e+00,3.31142024574306176e+17,1.50861297265461206e+09,2.83195105273585176e+09,0.00000000000000000e+00,2.83195105273585176e+09
49224,1.77206400000000000e+08,-1.97268632471491898e+35,1.45689798255163592e-13,-1.79651403885576192e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.28246055655275584e+17,1.50861297265461230e+09,2.83333249227377033e+09,0.00000000000000000e+00,2.83333249227377033e+09
49248,1.77292800000000000e+08,-1.97268632471504811e+35,2.11147345609858401e-13,-1.82747628629393408e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.22489943409059136e+17,1.50861297265461302e+09,2.83471393181169033e+09,0.00000000000000000e+00,2.83471393181169033e+09
49272,1.77379200000000000e+08,-1.97268632471517650e+35,2.76230849836812079e-13,-1.84330925373390848e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.19699727800470336e+17,1.50861297265461302e+09,2.83609537134960985e+09,0.00000000000000000e+00,2.83609537134960985e+09
49296,1.77465600000000000e+08,-1.97268632471529640e+35,3.37012858094743000e-13,-1.85579970582544384e+17,3.18360656733697052e+31,0.00000000000000000e+00,3.46602230311413824e+17,1.50861297265461278e+09,2.83747681088753080e+09,0.00000000000000000e+00,2.83747681088753080e+09
49320,1.77552000000000000e+08,-1.97268632471541557e+35,3.97420823224932766e-13,-1.81991164629483520e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.29532441708526848e+17,1.50861297265461373e+09,2.83885825042545080e+09,0.00000000000000000e+00,2.83885825042545080e+09
49344,1.77638400000000000e+08,-1.97268632471553142e+35,4.56145594280287508e-13,-1.82430969280593920e+17,3.18360656733697277e+31,0.00000000000000000e+00,3.26033331311083904e+17,1.50861297265461326e+09,2.84023968996337080e+09,0.00000000000000000e+00,2.84023968996337080e+09
49368,1.77724800000000000e+08,-1.97268632471564431e+35,5.13374192824677881e-13,-1.77733855606734848e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.04866548640355072e+17,1.50861297265461302e+09,2.84162112950128984e+09,0.00000000000000000e+00,2.84162112950128984e+09
49392,1.77811200000000000e+08,-1.97268632471574245e+35,5.63121928814245953e-13,-1.72983965374742528e+17,3.18360656733697142e+31,0.00000000000000000e+00,3.32301573865763712e+17,1.50861297265461302e+09,2.84300256903920889e+09,0.00000000000000000e+00,2.84300256903920889e+09
49416,1.77897600000000000e+08,-1.97268632471583948e+35,6.12308600112202267e-13,-1.76308888537137152e+17,3.18360656733697187e+31,0.00000000000000000e+00,3.30227810297130624e+17,1.50861297265461326e+09,2.84438400857712936e+09,0.00000000000000000e+00,2.84438400857712936e+09
49440,1.77984000000000000e+08,-1.97268632471592728e+35,6.56819732313394768e-13,-1.71242338956345344e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.01128257894017920e+17,1.50861297265461373e+09,2.84576544811504889e+09,0.00000000000000000e+00,2.84576544811504889e+09
49464,1.78070400000000000e+08,-1.97268632471600623e+35,6.96842346981693909e-13,-1.73230255979364352e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.13430610332431168e+17,1.50861297265461302e+09,2.84714688765297079e+09,0.00000000000000000e+00,2.84714688765297079e+09
49488,1.78156800000000000e+08,-1.97268632471607928e+35,7.33872616628064108e-13,-1.74883921467539456e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.18099754508198208e+17,1.50861297265461373e+09,2.84852832719088936e+09,0.00000000000000000e+00,2.84852832719088936e+09
49512,1.78243200000000000e+08,-1.97268632471614311e+35,7.66227347177670395e-13,-1.76590363513847808e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.15300146515407040e+17,1.50861297265461373e+09,2.84990976672880888e+09,0.00000000000000000e+00,2.84990976672880888e+09
49536,1.78329600000000000e+08,-1.97268632471619587e+35,7.92971430811160007e-13,-1.79827325746020352e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.17124412481362816e+17,1.50861297265461302e+09,2.85129120626672888e+09,0.00000000000000000e+00,2.85129120626672888e+09
49560,1.78416000000000000e+08,-1.97268632471624420e+35,8.17471255678202887e-13,-1.80531013187796992e+17,3.18360656733697547e+31,0.00000000000000000e+00,3.02877785792984192e+17,1.50861297265461373e+09,2.85267264580465031e+09,0.00000000000000000e+00,2.85267264580465031e+09
49584,1.78502400000000000e+08,-1.97268632471627703e+35,8.34116174862682462e-13,-1.81850427141128192e+17,3.18360656733697592e+31,0.00000000000000000e+00,3.00071435541719488e+17,1.50861297265461302e+09,2.85405408534256983e+09,0.00000000000000000e+00,2.85405408534256983e+09
49608,1.78588800000000000e+08,-1.97268632471630396e+35,8.47768749025233096e-13,-1.81920795885305856e+17,3.18360656733697592e+31,0.00000000000000000e+00,3.00114085894348928e+17,1.50861297265461373e+09,2.85543552488049221e+09,0.00000000000000000e+00,2.85543552488049221e+09
49632,1.78675200000000000e+08,-1.97268632471632647e+35,8.59177064421337000e-13,-1.83715198861836288e+17,3.18360656733697817e+31,0.00000000000000000e+00,2.83693401438344192e+17,1.50861297265461278e+09,2.85681696441841173e+09,0.00000000000000000e+00,2.85681696441841173e+09
49656,1.78761600000000000e+08,-1.97268632471633200e+35,8.61982387879395388e-13,-1.79792141373931520e+17,3.18360656733697727e+31,0.00000000000000000e+00,2.88151415247180352e+17,1.50861297265461206e+09,2.85819840395633316e+09,0.00000000000000000e+00,2.85819840395633316e+09
49680,1.78848000000000000e+08,-1.97268632471633532e+35,8.63665581954230361e-13,-1.82817997373571072e+17,3.18360656733697997e+31,0.00000000000000000e+00,2.69609282400203488e+17,1.50861297265461206e+09,2.85957984349425316e+09,0.00000000000000000e+00,2.85957984349425316e+09
49704,1.78934400000000000e+08,-1.97268632471632094e+35,8.56371740963278713e-13,-1.81762466210906112e+17,3.18360656733697997e+31,0.00000000000000000e+00,2.68894661746454944e+17,1.50861297265461159e+09,2.86096128303217268e+09,0.00000000000000000e+00,2.86096128303217268e+09
49728,1.79020800000000000e+08,-1.97268632471630101e+35,8.46272576514268677e-13,-1.78120883699712000e+17,3.18360656733697952e+31,0.00000000000000000e+00,2.69812765927338880e+17,1.50861297265461111e+09,2.86234272257009172e+09,0.00000000000000000e+00,2.86234272257009172e+09
49752,1.79107200000000000e+08,-1.97268632471627556e+35,8.33368088607200252e-13,-1.83310578582814720e+17,3.18360656733697727e+31,0.00000000000000000e+00,2.90359763447856960e+17,1.50861297265461183e+09,2.86372416210801172e+09,0.00000000000000000e+00,2.86372416210801172e+09
49776,1.79193600000000000e+08,-1.97268632471623866e+35,8.14665932220144600e-13,-1.84190187885035520e+17,3.18360656733697907e+31,0.00000000000000000e+00,2.77206789300788256e+17,1.50861297265461230e+09,2.86510560164593220e+09,0.00000000000000000e+00,2.86510560164593220e+09
49800,1.79280000000000000e+08,-1.97268632471619587e+35,7.92971430811160007e-13,-1.82694852071260160e+17,3.18360656733697637e+31,0.00000000000000000e+00,2.97020276313947520e+17,1.50861297265461111e+09,2.86648704118385363e+09,0.00000000000000000e+00,2.86648704118385363e+09
49824,1.79366400000000000e+08,-1.97268632471614274e+35,7.66040325613799843e-13,-1.81533767792328704e+17,3.18360656733697817e+31,0.00000000000000000e+00,2.82285636502625760e+17,1.50861297265461183e+09,2.86786848072177315e+09,0.00000000000000000e+00,2.86786848072177315e+09
49848,1.79452800000000000e+08,-1.97268632471608519e+35,7.36864961649993049e-13,-1.79317152350732288e+17,3.18360656733697682e+31,0.00000000000000000e+00,2.91391812696022272e+17,1.50861297265461206e+09,2.86924992025969172e+09,0.00000000000000000e+00,2.86924992025969172e+09
49872,1.79539200000000000e+08,-1.97268632471601804e+35,7.02827037025551689e-13,-1.77452380630024192e+17,3.18360656733697817e+31,0.00000000000000000e+00,2.79678420901714240e+17,1.50861297265461206e+09,2.87063135979761124e+09,0.00000000000000000e+00,2.87063135979761124e+09
49896,1.79625600000000000e+08,-1.97268632471594388e+35,6.65235702687569832e-13,-1.79968063234375680e+17,3.18360656733697817e+31,0.00000000000000000e+00,2.81281310276999552e+17,1.50861297265461326e+09,2.87201279933553028e+09,0.00000000000000000e+00,2.87201279933553028e+09
49920,1.79712000000000000e+08,-1.97268632471586456e+35,6.25026066455400139e-13,-1.79317152350732288e+17,3.18360656733697952e+31,0.00000000000000000e+00,2.70603992163032160e+17,1.50861297265461326e+09,2.87339423887345171e+09,0.00000000000000000e+00,2.87339423887345171e+09
49944,1.79798400000000000e+08,-1.97268632471578045e+35,5.82385149892913263e-13,-1.71770104537677824e+17,3.18360656733698042e+31,0.00000000000000000e+00,2.58857381911423776e+17,1.50861297265461421e+09,2.87477567841137028e+09,0.00000000000000000e+00,2.87477567841137028e+09
49968,1.79884800000000000e+08,-1.97268632471569043e+35,5.36751888308497447e-13,-1.73177479421231104e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.56453913831574176e+17,1.50861297265461326e+09,2.87615711794929075e+09,0.00000000000000000e+00,2.87615711794929075e+09
49992,1.79971200000000000e+08,-1.97268632471559967e+35,4.90744583596340526e-13,-1.75288541746561024e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.44977289427630176e+17,1.50861297265461373e+09,2.87753855748721027e+09,0.00000000000000000e+00,2.87753855748721027e+09
50016,1.80057600000000000e+08,-1.97268632471550559e+35,4.43054084809348582e-13,-1.74725591793139712e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.54212043324468288e+17,1.50861297265461278e+09,2.87891999702513027e+09,0.00000000000000000e+00,2.87891999702513027e+09
50040,1.80144000000000000e+08,-1.97268632471540339e+35,3.91249111617204433e-13,-1.78859755513577472e+17,3.18360656733697997e+31,0.00000000000000000e+00,2.66941111736364704e+17,1.50861297265461373e+09,2.88030143656305170e+09,0.00000000000000000e+00,2.88030143656305170e+09
50064,1.80230400000000000e+08,-1.97268632471530083e+35,3.39257116861189681e-13,-1.81129147513307136e+17,3.18360656733697952e+31,0.00000000000000000e+00,2.71808107911246848e+17,1.50861297265461493e+09,2.88168287610097122e+09,0.00000000000000000e+00,2.88168287610097122e+09
50088,1.80316800000000000e+08,-1.97268632471519347e+35,2.84833841774857696e-13,-1.82958734861926400e+17,3.18360656733698042e+31,0.00000000000000000e+00,2.66413351803975136e+17,1.50861297265461445e+09,2.88306431563889313e+09,0.00000000000000000e+00,2.88306431563889313e+09
50112,1.80403200000000000e+08,-1.97268632471508611e+35,2.30410566688525711e-13,-1.83328170768859136e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.60199824637132352e+17,1.50861297265461421e+09,2.88444575517681360e+09,0.00000000000000000e+00,2.88444575517681360e+09
50136,1.80489600000000000e+08,-1.97268632471497986e+35,1.76548356293805434e-13,-1.85861445559255040e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.65184176538151456e+17,1.50861297265461302e+09,2.88582719471473265e+09,0.00000000000000000e+00,2.88582719471473265e+09
50160,1.80576000000000000e+08,-1.97268632471487287e+35,1.22312102771344026e-13,-1.82430969280593920e+17,3.18360656733697907e+31,0.00000000000000000e+00,2.76041006508062016e+17,1.50861297265461326e+09,2.88720863425265408e+09,0.00000000000000000e+00,2.88720863425265408e+09
50184,1.80662400000000000e+08,-1.97268632471476477e+35,6.75147845572709366e-14,-1.83468908257214464e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.60299002765728320e+17,1.50861297265461373e+09,2.88859007379057217e+09,0.00000000000000000e+00,2.88859007379057217e+09
50208,1.80748800000000000e+08,-1.97268632471466073e+35,1.47747035457739714e-14,-1.87444742303252480e+17,3.18360656733697997e+31,0.00000000000000000e+00,2.72767806769424992e+17,1.50861297265461445e+09,2.88997151332849073e+09,0.00000000000000000e+00,2.88997151332849073e+09
50232,1.80835200000000000e+08,-1.97268632471455595e+35,3.83394205934641052e-14,-1.84348517559435264e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.60919731852728736e+17,1.50861297265461373e+09,2.89135295286641169e+09,0.00000000000000000e+00,2.89135295286641169e+09
50256,1.80921600000000000e+08,-1.97268632471445339e+35,9.03314153494788447e-14,-1.86670686117298176e+17,3.18360656733698042e+31,0.00000000000000000e+00,2.68976059181211872e+17,1.50861297265461421e+09,2.89273439240433025e+09,0.00000000000000000e+00,2.89273439240433025e+09
50280,1.81008000000000000e+08,-1.97268632471435783e+35,1.38770000391952999e-13,-1.89696542116937728e+17,3.18360656733697952e+31,0.00000000000000000e+00,2.77590809535398272e+17,1.50861297265461373e+09,2.89411583194224977e+09,0.00000000000000000e+00,2.89411583194224977e+09
50304,1.81094400000000000e+08,-1.97268632471426228e+35,1.87208585434427153e-13,-1.92634437186355200e+17,3.18360656733698177e+31,0.00000000000000000e+00,2.63742074299772096e+17,1.50861297265461302e+09,2.89549727148016930e+09,0.00000000000000000e+00,2.89549727148016930e+09
50328,1.81180800000000000e+08,-1.97268632471417373e+35,2.32093760763360734e-13,-1.98035238301990912e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.58813783166054464e+17,1.50861297265461230e+09,2.89687871101808882e+09,0.00000000000000000e+00,2.89687871101808882e+09
50352,1.81267200000000000e+08,-1.97268632471409220e+35,2.73425526378753742e-13,-1.99055585092567040e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.62508905418877568e+17,1.50861297265461206e+09,2.89826015055601120e+09,0.00000000000000000e+00,2.89826015055601120e+09
50376,1.81353600000000000e+08,-1.97268632471400993e+35,3.15131335121887855e-13,-2.01131463045808128e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.64086472380961408e+17,1.50861297265461230e+09,2.89964159009393167e+09,0.00000000000000000e+00,2.89964159009393167e+09
50400,1.81440000000000000e+08,-1.97268632471393872e+35,3.51226496948905292e-13,-1.95748254116216832e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.57068079965106016e+17,1.50861297265461326e+09,2.90102302963185120e+09,0.00000000000000000e+00,2.90102302963185120e+09
50424,1.81526400000000000e+08,-1.97268632471387379e+35,3.84142292190123287e-13,-1.93813113651331072e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.58556226942800160e+17,1.50861297265461373e+09,2.90240446916977024e+09,0.00000000000000000e+00,2.90240446916977024e+09
50448,1.81612800000000000e+08,-1.97268632471381550e+35,4.13691699281671185e-13,-1.95114935418617856e+17,3.18360656733698403e+31,0.00000000000000000e+00,2.50830201108009952e+17,1.50861297265461397e+09,2.90378590870769024e+09,0.00000000000000000e+00,2.90378590870769024e+09
50472,1.81699200000000000e+08,-1.97268632471376606e+35,4.38752588840325774e-13,-1.90664112349380608e+17,3.18360656733698358e+31,0.00000000000000000e+00,2.50277459201402720e+17,1.50861297265461397e+09,2.90516734824560976e+09,0.00000000000000000e+00,2.90516734824560976e+09
50496,1.81785600000000000e+08,-1.97268632471372216e+35,4.61008154940922075e-13,-1.91103917000491008e+17,3.18360656733698448e+31,0.00000000000000000e+00,2.44881956449943232e+17,1.50861297265461445e+09,2.90654878778353262e+09,0.00000000000000000e+00,2.90654878778353262e+09
50520,1.81872000000000000e+08,-1.97268632471368711e+35,4.78775203508624864e-13,-1.85720708070899712e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.52546987457837952e+17,1.50861297265461302e+09,2.90793022732145262e+09,0.00000000000000000e+00,2.90793022732145262e+09
50544,1.81958400000000000e+08,-1.97268632471366202e+35,4.91492669851822736e-13,-1.86653093931253760e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.50211902637561536e+17,1.50861297265461373e+09,2.90931166685937214e+09,0.00000000000000000e+00,2.90931166685937214e+09
50568,1.82044800000000000e+08,-1.97268632471364431e+35,5.00469704917609457e-13,-1.88113245372940288e+17,3.18360656733698403e+31,0.00000000000000000e+00,2.45423195418064224e+17,1.50861297265461326e+09,2.91069310639729261e+09,0.00000000000000000e+00,2.91069310639729261e+09
50592,1.82131200000000000e+08,-1.97268632471363583e+35,5.04771200886632265e-13,-1.84946651884945408e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.48941524842382048e+17,1.50861297265461397e+09,2.91207454593521070e+09,0.00000000000000000e+00,2.91207454593521070e+09
50616,1.82217600000000000e+08,-1.97268632471363361e+35,5.05893330269855580e-13,-1.89274329651871744e+17,3.18360656733698493e+31,0.00000000000000000e+00,2.40649778565329408e+17,1.50861297265461373e+09,2.91345598547312880e+09,0.00000000000000000e+00,2.91345598547312880e+09
50640,1.82304000000000000e+08,-1.97268632471364284e+35,5.01217791173091667e-13,-1.88394720349650944e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.51513795651495680e+17,1.50861297265461493e+09,2.91483742501104736e+09,0.00000000000000000e+00,2.91483742501104736e+09
50664,1.82390400000000000e+08,-1.97268632471366092e+35,4.92053734543434393e-13,-1.87462334489296896e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.53830507070860256e+17,1.50861297265461397e+09,2.91621886454896593e+09,0.00000000000000000e+00,2.91621886454896593e+09
50688,1.82476800000000000e+08,-1.97268632471369043e+35,4.77092009433789891e-13,-1.84981836257034240e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.64568422692251328e+17,1.50861297265461516e+09,2.91760030408688641e+09,0.00000000000000000e+00,2.91760030408688641e+09
50712,1.82563200000000000e+08,-1.97268632471372400e+35,4.60073047121569211e-13,-1.86459579884765184e+17,3.18360656733698313e+31,0.00000000000000000e+00,2.50067578222772160e+17,1.50861297265461516e+09,2.91898174362480640e+09,0.00000000000000000e+00,2.91898174362480640e+09
50736,1.82649600000000000e+08,-1.97268632471377381e+35,4.34825135999044121e-13,-1.87567887605563392e+17,3.18360656733698358e+31,0.00000000000000000e+00,2.47926834584612544e+17,1.50861297265461636e+09,2.92036318316272449e+09,0.00000000000000000e+00,2.92036318316272449e+09
50760,1.82736000000000000e+08,-1.97268632471382620e+35,4.08268073929425062e-13,-1.91702051326001152e+17,3.18360656733698222e+31,0.00000000000000000e+00,2.59998502860595264e+17,1.50861297265461612e+09,2.92174462270064259e+09,0.00000000000000000e+00,2.92174462270064259e+09
50784,1.82822400000000000e+08,-1.97268632471388744e+35,3.77222494326912643e-13,-1.88148429745029120e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.63618212874715104e+17,1.50861297265461707e+09,2.92312606223856163e+09,0.00000000000000000e+00,2.92312606223856163e+09
50808,1.82908800000000000e+08,-1.97268632471396086e+35,3.40005203116671890e-13,-1.90910402954002432e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.56387560976995520e+17,1.50861297265461755e+09,2.92450750177648163e+09,0.00000000000000000e+00,2.92450750177648163e+09
50832,1.82995200000000000e+08,-1.97268632471403870e+35,3.00543653139984458e-13,-1.92933504349110272e+17,3.18360656733698267e+31,0.00000000000000000e+00,2.57897531139988160e+17,1.50861297265461826e+09,2.92588894131440163e+09,0.00000000000000000e+00,2.92588894131440163e+09
