step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
2304,8.29440000000000000e+06,-1.97268632472047219e+35,2.96073837763478152e-12,1.83398539513036800e+15,3.18360656733699889e+31,0.00000000000000000e+00,9.19201505896058600e+15,1.50861297265463495e+09,1.32618195640314132e+08,0.00000000000000000e+00,1.32618195640314132e+08
2328,8.38080000000000000e+06,-1.97268632472063600e+35,3.04377595199330885e-12,-2.61683767410688000e+14,3.18360656733699934e+31,0.00000000000000000e+00,4.51119585007987900e+15,1.50861297265463495e+09,1.33999635178234056e+08,0.00000000000000000e+00,1.33999635178234056e+08
2352,8.46720000000000000e+06,-1.97268632472080792e+35,3.13092800075698812e-12,1.68005376724172800e+15,3.18360656733699889e+31,0.00000000000000000e+00,9.16254435598703200e+15,1.50861297265463495e+09,1.35381074716154009e+08,0.00000000000000000e+00,1.35381074716154009e+08
2376,8.55360000000000000e+06,-1.97268632472098649e+35,3.22144643767033755e-12,2.82574488338432000e+15,3.18360656733699844e+31,0.00000000000000000e+00,1.38031344476114440e+16,1.50861297265463519e+09,1.36762514254073918e+08,0.00000000000000000e+00,1.36762514254073918e+08
2400,8.64000000000000000e+06,-1.97268632472117538e+35,3.31720147837206244e-12,4.51019669713715200e+15,3.18360656733699844e+31,0.00000000000000000e+00,1.42437200435747080e+16,1.50861297265463519e+09,1.38143953791993916e+08,0.00000000000000000e+00,1.38143953791993916e+08
2424,8.72640000000000000e+06,-1.97268632472136538e+35,3.41351758376539909e-12,5.59431516212428800e+15,3.18360656733699799e+31,0.00000000000000000e+00,1.88630569047437400e+16,1.50861297265463519e+09,1.39525393329913855e+08,0.00000000000000000e+00,1.39525393329913855e+08
2448,8.81280000000000000e+06,-1.97268632472156461e+35,3.51450922825549985e-12,6.92362472010547200e+15,3.18360656733699844e+31,0.00000000000000000e+00,1.51815106526893640e+16,1.50861297265463543e+09,1.40906832867833793e+08,0.00000000000000000e+00,1.40906832867833793e+08
2472,8.89920000000000000e+06,-1.97268632472176346e+35,3.61531385118172976e-12,7.91428469673164800e+15,3.18360656733699979e+31,0.00000000000000000e+00,7.91428469673164800e+15,1.50861297265463543e+09,1.42288272405753672e+08,0.00000000000000000e+00,1.42288272405753672e+08
2496,8.98560000000000000e+06,-1.97268632472196859e+35,3.71929784069375896e-12,6.98299834800537600e+15,3.18360656733700024e+31,0.00000000000000000e+00,8.30931257878156100e+15,1.50861297265463543e+09,1.43669711943673611e+08,0.00000000000000000e+00,1.43669711943673611e+08
2520,9.07200000000000000e+06,-1.97268632472217593e+35,3.82440395958901168e-12,8.59158385944166400e+15,3.18360656733700024e+31,0.00000000000000000e+00,9.70039807520651200e+15,1.50861297265463543e+09,1.45051151481593579e+08,0.00000000000000000e+00,1.45051151481593579e+08
2544,9.15840000000000000e+06,-1.97268632472238918e+35,3.93250242350619405e-12,8.31890497575321600e+15,3.18360656733699979e+31,0.00000000000000000e+00,8.31890497575321600e+15,1.50861297265463543e+09,1.46432591019513518e+08,0.00000000000000000e+00,1.46432591019513518e+08
2568,9.24480000000000000e+06,-1.97268632472260242e+35,4.04060088742337561e-12,7.42830055725465600e+15,3.18360656733700024e+31,0.00000000000000000e+00,8.68689005182876200e+15,1.50861297265463543e+09,1.47814030557433456e+08,0.00000000000000000e+00,1.47814030557433456e+08
2592,9.33120000000000000e+06,-1.97268632472281751e+35,4.14963445915991023e-12,8.35408934784204800e+15,3.18360656733700024e+31,0.00000000000000000e+00,9.49069114634859600e+15,1.50861297265463495e+09,1.49195470095353395e+08,0.00000000000000000e+00,1.49195470095353395e+08
2616,9.41760000000000000e+06,-1.97268632472303629e+35,4.26053824653515018e-12,8.07921144089804800e+15,3.18360656733699979e+31,0.00000000000000000e+00,8.07921144089804800e+15,1.50861297265463495e+09,1.50576909633273393e+08,0.00000000000000000e+00,1.50576909633273393e+08
2640,9.50400000000000000e+06,-1.97268632472325212e+35,4.36994586139942570e-12,8.29361620831436800e+15,3.18360656733699979e+31,0.00000000000000000e+00,8.29361620831436800e+15,1.50861297265463495e+09,1.51958349171193361e+08,0.00000000000000000e+00,1.51958349171193361e+08
2664,9.59040000000000000e+06,-1.97268632472346388e+35,4.47729623906112545e-12,1.15679618358312960e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.24137081743893520e+16,1.50861297265463448e+09,1.53339788709113270e+08,0.00000000000000000e+00,1.53339788709113270e+08
2688,9.67680000000000000e+06,-1.97268632472368008e+35,4.58689087548927143e-12,1.06047896498995200e+16,3.18360656733700114e+31,0.00000000000000000e+00,1.71756586468024860e+16,1.50861297265463400e+09,1.54721228247033238e+08,0.00000000000000000e+00,1.54721228247033238e+08
2712,9.76320000000000000e+06,-1.97268632472389148e+35,4.69405423158709992e-12,1.03793897662054400e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.13143334546256800e+16,1.50861297265463328e+09,1.56102667784953207e+08,0.00000000000000000e+00,1.56102667784953207e+08
2736,9.84960000000000000e+06,-1.97268632472409255e+35,4.79598098389655335e-12,1.11127640219320320e+16,3.18360656733700159e+31,0.00000000000000000e+00,2.11662957993498160e+16,1.50861297265463281e+09,1.57484107322873175e+08,0.00000000000000000e+00,1.57484107322873175e+08
2760,9.93600000000000000e+06,-1.97268632472429841e+35,4.90033901653632426e-12,1.20187616032194560e+16,3.18360656733700159e+31,0.00000000000000000e+00,2.16556963437671280e+16,1.50861297265463376e+09,1.58865546860793084e+08,0.00000000000000000e+00,1.58865546860793084e+08
2784,1.00224000000000000e+07,-1.97268632472448842e+35,4.99665512192966091e-12,1.07268354405826560e+16,3.18360656733700204e+31,0.00000000000000000e+00,2.49424385067024240e+16,1.50861297265463400e+09,1.60246986398712933e+08,0.00000000000000000e+00,1.60246986398712933e+08
2808,1.01088000000000000e+07,-1.97268632472468100e+35,5.09428037827009153e-12,1.09335436266045440e+16,3.18360656733700204e+31,0.00000000000000000e+00,2.50320318057914880e+16,1.50861297265463424e+09,1.61628425936632901e+08,0.00000000000000000e+00,1.61628425936632901e+08
2832,1.01952000000000000e+07,-1.97268632472486768e+35,5.18891328958859331e-12,1.36086554169835520e+16,3.18360656733700204e+31,0.00000000000000000e+00,2.63107533595959120e+16,1.50861297265463448e+09,1.63009865474552870e+08,0.00000000000000000e+00,1.63009865474552870e+08
2856,1.02816000000000000e+07,-1.97268632472504329e+35,5.27793555399097751e-12,1.22166736962191360e+16,3.18360656733700114e+31,0.00000000000000000e+00,1.82150707556341240e+16,1.50861297265463448e+09,1.64391305012472779e+08,0.00000000000000000e+00,1.64391305012472779e+08
2880,1.03680000000000000e+07,-1.97268632472521743e+35,5.36620973213788070e-12,1.35976603007057920e+16,3.18360656733700114e+31,0.00000000000000000e+00,1.91686737174551360e+16,1.50861297265463424e+09,1.65772744550392777e+08,0.00000000000000000e+00,1.65772744550392777e+08
2904,1.04544000000000000e+07,-1.97268632472537755e+35,5.44737709085770190e-12,1.40418629983272960e+16,3.18360656733700069e+31,0.00000000000000000e+00,1.66824325228187240e+16,1.50861297265463448e+09,1.67154184088312715e+08,0.00000000000000000e+00,1.67154184088312715e+08
2928,1.05408000000000000e+07,-1.97268632472552660e+35,5.52293380266140712e-12,1.50127317656535040e+16,3.18360656733700069e+31,0.00000000000000000e+00,1.75074770735839740e+16,1.50861297265463424e+09,1.68535623626232624e+08,0.00000000000000000e+00,1.68535623626232624e+08
2952,1.06272000000000000e+07,-1.97268632472566938e+35,5.59531114787931224e-12,1.38978269750886400e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.46093122436736600e+16,1.50861297265463400e+09,1.69917063164152503e+08,0.00000000000000000e+00,1.69917063164152503e+08
2976,1.07136000000000000e+07,-1.97268632472580035e+35,5.66170380305335969e-12,1.22397634404024320e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.30420174313893500e+16,1.50861297265463400e+09,1.71298502702072501e+08,0.00000000000000000e+00,1.71298502702072501e+08
3000,1.08000000000000000e+07,-1.97268632472592062e+35,5.72267283287516162e-12,1.30424069286789120e+16,3.18360656733699889e+31,0.00000000000000000e+00,1.58503633052324180e+16,1.50861297265463400e+09,1.72679942239992380e+08,0.00000000000000000e+00,1.72679942239992380e+08
3024,1.08864000000000000e+07,-1.97268632472602983e+35,5.77803121578084596e-12,1.25421291380408320e+16,3.18360656733699889e+31,0.00000000000000000e+00,1.54413290143659440e+16,1.50861297265463400e+09,1.74061381777912319e+08,0.00000000000000000e+00,1.74061381777912319e+08
3048,1.09728000000000000e+07,-1.97268632472612686e+35,5.82721788707880298e-12,9.51847216165683200e+15,3.18360656733699934e+31,0.00000000000000000e+00,1.05301339923045500e+16,1.50861297265463376e+09,1.75442821315832347e+08,0.00000000000000000e+00,1.75442821315832347e+08
3072,1.10592000000000000e+07,-1.97268632472621614e+35,5.87247710553547729e-12,1.42573672773713920e+16,3.18360656733699934e+31,0.00000000000000000e+00,1.49517534518701920e+16,1.50861297265463328e+09,1.76824260853752285e+08,0.00000000000000000e+00,1.76824260853752285e+08
3096,1.11456000000000000e+07,-1.97268632472628439e+35,5.90707609485153020e-12,1.32985931379507200e+16,3.18360656733699979e+31,0.00000000000000000e+00,1.32985931379507200e+16,1.50861297265463328e+09,1.78205700391672254e+08,0.00000000000000000e+00,1.78205700391672254e+08
3120,1.12320000000000000e+07,-1.97268632472634895e+35,5.93980486852887780e-12,1.25553232775741440e+16,3.18360656733699979e+31,0.00000000000000000e+00,1.25553232775741440e+16,1.50861297265463257e+09,1.79587139929592311e+08,0.00000000000000000e+00,1.79587139929592311e+08
3144,1.13184000000000000e+07,-1.97268632472639765e+35,5.96449171495979113e-12,1.60924521841295360e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.67107578195049900e+16,1.50861297265463257e+09,1.80968579467512310e+08,0.00000000000000000e+00,1.80968579467512310e+08
3168,1.14048000000000000e+07,-1.97268632472643529e+35,5.98356791447458769e-12,1.75086231607050240e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.80785589742995840e+16,1.50861297265463257e+09,1.82350019005432189e+08,0.00000000000000000e+00,1.82350019005432189e+08
3192,1.14912000000000000e+07,-1.97268632472646037e+35,5.99628538081778566e-12,1.69324790677504000e+16,3.18360656733700024e+31,0.00000000000000000e+00,1.75211659710036740e+16,1.50861297265463305e+09,1.83731458543352038e+08,0.00000000000000000e+00,1.83731458543352038e+08
3216,1.15776000000000000e+07,-1.97268632472646923e+35,6.00077389835067892e-12,1.72095559979499520e+16,3.18360656733699844e+31,0.00000000000000000e+00,2.18794539255311440e+16,1.50861297265463328e+09,1.85112898081271976e+08,0.00000000000000000e+00,1.85112898081271976e+08
3240,1.16640000000000000e+07,-1.97268632472646923e+35,6.00077389835067892e-12,1.98538814627512320e+16,3.18360656733699889e+31,0.00000000000000000e+00,2.18015193863084600e+16,1.50861297265463376e+09,1.86494337619191885e+08,0.00000000000000000e+00,1.86494337619191885e+08
3264,1.17504000000000000e+07,-1.97268632472645447e+35,5.99329303579585682e-12,1.86905981605642240e+16,3.18360656733699844e+31,0.00000000000000000e+00,2.30625268787388480e+16,1.50861297265463400e+09,1.87875777157111853e+08,0.00000000000000000e+00,1.87875777157111853e+08
3288,1.18368000000000000e+07,-1.97268632472642680e+35,5.97926641850556488e-12,1.97472288348569600e+16,3.18360656733699889e+31,0.00000000000000000e+00,2.17044392940894200e+16,1.50861297265463400e+09,1.89257216695031732e+08,0.00000000000000000e+00,1.89257216695031732e+08
3312,1.19232000000000000e+07,-1.97268632472638954e+35,5.96037724055463877e-12,1.66938850445230080e+16,3.18360656733699754e+31,0.00000000000000000e+00,2.80311619090440240e+16,1.50861297265463424e+09,1.90638656232951701e+08,0.00000000000000000e+00,1.90638656232951701e+08
3336,1.20096000000000000e+07,-1.97268632472633862e+35,5.93456826474050192e-12,1.96031928116183040e+16,3.18360656733699709e+31,0.00000000000000000e+00,3.33834077670471440e+16,1.50861297265463424e+09,1.92020095770871669e+08,0.00000000000000000e+00,1.92020095770871669e+08
3360,1.20960000000000000e+07,-1.97268632472627627e+35,5.90296162044637785e-12,2.51788162760704000e+16,3.18360656733699754e+31,0.00000000000000000e+00,3.37791804097642280e+16,1.50861297265463424e+09,1.93401535308791578e+08,0.00000000000000000e+00,1.93401535308791578e+08
3384,1.21824000000000000e+07,-1.97268632472620212e+35,5.86537028610839609e-12,2.29808925321461760e+16,3.18360656733699709e+31,0.00000000000000000e+00,3.54723577917441520e+16,1.50861297265463400e+09,1.94782974846711665e+08,0.00000000000000000e+00,1.94782974846711665e+08
3408,1.22688000000000000e+07,-1.97268632472611616e+35,5.82179426172655666e-12,2.19121672299479040e+16,3.18360656733699754e+31,0.00000000000000000e+00,3.14197917371279640e+16,1.50861297265463305e+09,1.96164414384631485e+08,0.00000000000000000e+00,1.96164414384631485e+08
3432,1.23552000000000000e+07,-1.97268632472602023e+35,5.77316865512021180e-12,2.20858900671365120e+16,3.18360656733699709e+31,0.00000000000000000e+00,3.48991874660299120e+16,1.50861297265463305e+09,1.97545853922551453e+08,0.00000000000000000e+00,1.97545853922551453e+08
3456,1.24416000000000000e+07,-1.97268632472591066e+35,5.71762325065065619e-12,2.02112227417784320e+16,3.18360656733699844e+31,0.00000000000000000e+00,2.43112157480996160e+16,1.50861297265463209e+09,1.98927293460471481e+08,0.00000000000000000e+00,1.98927293460471481e+08
3480,1.25280000000000000e+07,-1.97268632472579334e+35,5.65815039333981949e-12,2.16592795555594240e+16,3.18360656733699844e+31,0.00000000000000000e+00,2.55277511210592040e+16,1.50861297265463281e+09,2.00308732998391330e+08,0.00000000000000000e+00,2.00308732998391330e+08
3504,1.26144000000000000e+07,-1.97268632472566274e+35,5.59194475972964250e-12,2.47643003923988480e+16,3.18360656733699844e+31,0.00000000000000000e+00,2.82101446355354720e+16,1.50861297265463376e+09,2.01690172536311150e+08,0.00000000000000000e+00,2.01690172536311150e+08
3528,1.27008000000000000e+07,-1.97268632472552586e+35,5.52255975953366622e-12,2.73228639502336000e+16,3.18360656733699709e+31,0.00000000000000000e+00,3.84279278673002960e+16,1.50861297265463424e+09,2.03071612074231178e+08,0.00000000000000000e+00,2.03071612074231178e+08
3552,1.27872000000000000e+07,-1.97268632472538382e+35,5.45055645744350199e-12,2.76637125548441600e+16,3.18360656733699754e+31,0.00000000000000000e+00,3.56698925202801000e+16,1.50861297265463448e+09,2.04453051612151206e+08,0.00000000000000000e+00,2.04453051612151206e+08
3576,1.28736000000000000e+07,-1.97268632472523330e+35,5.37425165938431416e-12,2.95042950197411840e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.65679894267041680e+16,1.50861297265463495e+09,2.05834491150071144e+08,0.00000000000000000e+00,2.05834491150071144e+08
3600,1.29600000000000000e+07,-1.97268632472507096e+35,5.29196217128126945e-12,2.92184219965194240e+16,3.18360656733699664e+31,0.00000000000000000e+00,4.29831857189020160e+16,1.50861297265463543e+09,2.07215930687991202e+08,0.00000000000000000e+00,2.07215930687991202e+08
3624,1.30464000000000000e+07,-1.97268632472490826e+35,5.20948566161435429e-12,2.80408450431713280e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.56548267477695360e+16,1.50861297265463543e+09,2.08597370225911081e+08,0.00000000000000000e+00,2.08597370225911081e+08
3648,1.31328000000000000e+07,-1.97268632472473745e+35,5.12289467754228677e-12,2.82827376012820480e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.58037930837248480e+16,1.50861297265463614e+09,2.09978809763831049e+08,0.00000000000000000e+00,2.09978809763831049e+08
3672,1.32192000000000000e+07,-1.97268632472457069e+35,5.03836093067279503e-12,2.61397894387466240e+16,3.18360656733699664e+31,0.00000000000000000e+00,4.09527369351663920e+16,1.50861297265463543e+09,2.11360249301750898e+08,0.00000000000000000e+00,2.11360249301750898e+08
3696,1.33056000000000000e+07,-1.97268632472439913e+35,4.95139590347298580e-12,2.61991630666465280e+16,3.18360656733699574e+31,0.00000000000000000e+00,4.82625250405376240e+16,1.50861297265463495e+09,2.12741688839670777e+08,0.00000000000000000e+00,2.12741688839670777e+08
3720,1.33920000000000000e+07,-1.97268632472422352e+35,4.86237363907060080e-12,2.82816380896542720e+16,3.18360656733699664e+31,0.00000000000000000e+00,4.23519671752460080e+16,1.50861297265463448e+09,2.14123128377590686e+08,0.00000000000000000e+00,2.14123128377590686e+08
3744,1.34784000000000000e+07,-1.97268632472404975e+35,4.77428648248756886e-12,2.78935104850493440e+16,3.18360656733699664e+31,0.00000000000000000e+00,4.20937762354304560e+16,1.50861297265463424e+09,2.15504567915510535e+08,0.00000000000000000e+00,2.15504567915510535e+08
3768,1.35648000000000000e+07,-1.97268632472387635e+35,4.68638634746840737e-12,2.38659993925058560e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.32164336987308160e+16,1.50861297265463328e+09,2.16886007453430593e+08,0.00000000000000000e+00,2.16886007453430593e+08
3792,1.36512000000000000e+07,-1.97268632472370812e+35,4.60110451434343383e-12,2.65795940898570240e+16,3.18360656733699528e+31,0.00000000000000000e+00,5.22945100593430320e+16,1.50861297265463305e+09,2.18267446991350502e+08,0.00000000000000000e+00,2.18267446991350502e+08
3816,1.37376000000000000e+07,-1.97268632472353693e+35,4.51432650870749505e-12,2.80298499268935680e+16,3.18360656733699438e+31,0.00000000000000000e+00,6.08797131222710000e+16,1.50861297265463400e+09,2.19648886529270470e+08,0.00000000000000000e+00,2.19648886529270470e+08
3840,1.38240000000000000e+07,-1.97268632472336944e+35,4.42941871871026240e-12,3.01189220196679680e+16,3.18360656733699483e+31,0.00000000000000000e+00,5.79769007939256080e+16,1.50861297265463424e+09,2.21030326067190498e+08,0.00000000000000000e+00,2.21030326067190498e+08
3864,1.39104000000000000e+07,-1.97268632472320489e+35,4.34600710122399418e-12,3.05521296010117120e+16,3.18360656733699528e+31,0.00000000000000000e+00,5.44212603999777200e+16,1.50861297265463448e+09,2.22411765605110347e+08,0.00000000000000000e+00,2.22411765605110347e+08
3888,1.39968000000000000e+07,-1.97268632472304367e+35,4.26427867781256082e-12,2.90227089267752960e+16,3.18360656733699528e+31,0.00000000000000000e+00,5.35775941398406720e+16,1.50861297265463495e+09,2.23793205143030465e+08,0.00000000000000000e+00,2.23793205143030465e+08
3912,1.40832000000000000e+07,-1.97268632472288835e+35,4.18554259942305711e-12,3.26225099961139200e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.86035222291580400e+16,1.50861297265463495e+09,2.25174644680950344e+08,0.00000000000000000e+00,2.25174644680950344e+08
3936,1.41696000000000000e+07,-1.97268632472274077e+35,4.11073397387483451e-12,3.29556620193300480e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.88277572059788560e+16,1.50861297265463495e+09,2.26556084218870163e+08,0.00000000000000000e+00,2.26556084218870163e+08
3960,1.42560000000000000e+07,-1.97268632472259430e+35,4.03648641301822325e-12,3.09402572056166400e+16,3.18360656733699619e+31,0.00000000000000000e+00,4.74907752156502400e+16,1.50861297265463495e+09,2.27937523756790102e+08,0.00000000000000000e+00,2.27937523756790102e+08
3984,1.43424000000000000e+07,-1.97268632472245817e+35,3.96747545594998787e-12,3.26005197635584000e+16,3.18360656733699574e+31,0.00000000000000000e+00,5.20160462429618640e+16,1.50861297265463448e+09,2.29318963294710070e+08,0.00000000000000000e+00,2.29318963294710070e+08
